date,strategy,etf,prev_weight_pct,target_weight_pct,delta_pct,action
2026-04-15,v1,ANGL,4.62,4.81,0.19,BUY
2026-04-15,v1,BKLN,6.03,6.32,0.29,BUY
2026-04-15,v1,DBA,22.28,20.91,-1.37,SELL
2026-04-15,v1,EMB,3.79,3.94,0.15,BUY
2026-04-15,v1,HYG,5.42,5.64,0.22,BUY
2026-04-15,v1,LQD,4.69,4.89,0.2,BUY
2026-04-15,v1,PDBC,6.89,6.55,-0.34,SELL
2026-04-15,v1,PFF,3.96,4.03,0.07,BUY
2026-04-15,v1,SHY,21.18,21.34,0.16,BUY
2026-04-15,v1,SJNK,6.62,6.9,0.28,BUY
2026-04-15,v1,TIP,6.52,6.65,0.13,BUY
2026-04-15,v2,DBA,21.77,19.46,-2.31,SELL
2026-04-15,v2,EMB,5.13,6.14,1.01,BUY
2026-04-15,v2,HYG,7.75,9.21,1.46,BUY
2026-04-15,v2,IEF,7.2,6.43,-0.77,SELL
2026-04-15,v2,LQD,7.0,8.4,1.4,BUY
2026-04-15,v2,PDBC,7.1,6.55,-0.55,SELL
2026-04-15,v2,PFF,5.93,6.96,1.03,BUY
2026-04-15,v2,SHY,29.05,24.27,-4.78,SELL
2026-04-15,v2,SLV,0.0,3.08,3.08,BUY
2026-04-15,v2,SPY,1.8,2.14,0.34,BUY
2026-04-15,v2,TLT,2.73,2.47,-0.26,SELL
2026-04-15,v2,VNQ,4.53,4.88,0.35,BUY
2026-04-15,v3,DBA,17.85,16.94,-0.91,SELL
2026-04-15,v3,EDV,0.0,2.48,2.48,BUY
2026-04-15,v3,GLD,0.0,2.95,2.95,BUY
2026-04-15,v3,IEF,5.0,4.7,-0.3,SELL
2026-04-15,v3,JPST,24.13,24.07,-0.06,SELL
2026-04-15,v3,PDBC,5.04,4.78,-0.26,SELL
2026-04-15,v3,SHY,15.32,10.71,-4.61,SELL
2026-04-15,v3,SLV,0.0,1.28,1.28,BUY
2026-04-15,v3,TIP,3.97,3.81,-0.16,SELL
2026-04-15,v3,TLT,3.57,3.11,-0.46,SELL
2026-04-15,v3,VNQ,4.13,4.28,0.15,BUY
2026-04-15,v3,VTIP,7.72,7.62,-0.1,SELL
