date,strategy,etf,prev_weight_pct,target_weight_pct,delta_pct,action
2026-04-21,v1,ANGL,4.82,4.97,0.15,BUY
2026-04-21,v1,BKLN,6.23,6.43,0.2,BUY
2026-04-21,v1,DBA,20.4,18.25,-2.15,SELL
2026-04-21,v1,EMB,3.89,4.01,0.12,BUY
2026-04-21,v1,GLD,5.32,4.8,-0.52,SELL
2026-04-21,v1,HYG,5.63,5.8,0.17,BUY
2026-04-21,v1,IEF,5.39,5.86,0.47,BUY
2026-04-21,v1,LQD,4.88,5.03,0.15,BUY
2026-04-21,v1,PDBC,0.0,5.82,5.82,BUY
2026-04-21,v1,PFF,4.15,4.28,0.13,BUY
2026-04-21,v1,SHY,22.8,17.45,-5.35,SELL
2026-04-21,v1,SJNK,6.88,7.1,0.22,BUY
2026-04-21,v1,TIP,6.77,7.11,0.34,BUY
2026-04-21,v1,TLT,2.84,3.1,0.26,BUY
2026-04-21,v2,DBA,21.81,20.06,-1.75,SELL
2026-04-21,v2,EMB,5.99,5.9,-0.09,SELL
2026-04-21,v2,GLD,4.68,4.75,0.07,BUY
2026-04-21,v2,HYG,9.31,9.22,-0.09,SELL
2026-04-21,v2,IEF,6.6,8.32,1.72,BUY
2026-04-21,v2,PDBC,0.0,5.44,5.44,BUY
2026-04-21,v2,PFF,7.04,6.93,-0.11,SELL
2026-04-21,v2,SHY,23.77,21.96,-1.81,SELL
2026-04-21,v2,SLV,2.91,2.78,-0.13,SELL
2026-04-21,v2,SPY,2.12,1.97,-0.15,SELL
2026-04-21,v2,TLT,2.76,0.0,-2.76,SELL
2026-04-21,v2,VNQ,4.73,4.39,-0.34,SELL
2026-04-21,v3,DBA,17.21,17.09,-0.12,SELL
2026-04-21,v3,EDV,2.91,3.41,0.5,BUY
2026-04-21,v3,EMB,3.8,3.51,-0.29,SELL
2026-04-21,v3,HYG,5.59,5.15,-0.44,SELL
2026-04-21,v3,IEF,4.45,4.66,0.21,BUY
2026-04-21,v3,JPST,23.21,23.43,0.22,BUY
2026-04-21,v3,LQD,4.58,4.24,-0.34,SELL
2026-04-21,v3,PDBC,0.0,4.76,4.76,BUY
2026-04-21,v3,SHY,14.83,10.11,-4.72,SELL
2026-04-21,v3,TIP,3.83,3.89,0.06,BUY
2026-04-21,v3,TLT,3.3,3.68,0.38,BUY
2026-04-21,v3,VNQ,4.19,3.96,-0.23,SELL
