date,strategy,etf,prev_weight_pct,target_weight_pct,delta_pct,action
2026-04-16,v1,ANGL,4.81,4.64,-0.17,SELL
2026-04-16,v1,BKLN,6.32,6.15,-0.17,SELL
2026-04-16,v1,DBA,20.91,21.5,0.59,BUY
2026-04-16,v1,EMB,3.94,3.8,-0.14,SELL
2026-04-16,v1,HYG,5.64,5.44,-0.2,SELL
2026-04-16,v1,IEF,5.27,5.34,0.07,BUY
2026-04-16,v1,LQD,4.89,4.78,-0.11,SELL
2026-04-16,v1,PDBC,6.55,6.96,0.41,BUY
2026-04-16,v1,PFF,4.03,3.88,-0.15,SELL
2026-04-16,v1,SJNK,6.9,6.66,-0.24,SELL
2026-04-16,v1,TLT,2.75,2.85,0.1,BUY
2026-04-16,v2,DBA,19.46,22.3,2.84,BUY
2026-04-16,v2,EMB,6.14,5.55,-0.59,SELL
2026-04-16,v2,HYG,9.21,8.36,-0.85,SELL
2026-04-16,v2,IEF,6.43,6.88,0.45,BUY
2026-04-16,v2,LQD,8.4,7.71,-0.69,SELL
2026-04-16,v2,PDBC,6.55,6.74,0.19,BUY
2026-04-16,v2,PFF,6.96,6.28,-0.68,SELL
2026-04-16,v2,SHY,24.27,23.73,-0.54,SELL
2026-04-16,v2,SPY,2.14,1.94,-0.2,SELL
2026-04-16,v2,TLT,2.47,2.79,0.32,BUY
2026-04-16,v2,VNQ,4.88,4.61,-0.27,SELL
2026-04-16,v3,DBA,16.94,17.92,0.98,BUY
2026-04-16,v3,EDV,2.48,3.04,0.56,BUY
2026-04-16,v3,GLD,2.95,0.0,-2.95,SELL
2026-04-16,v3,IEF,4.7,4.44,-0.26,SELL
2026-04-16,v3,JPST,24.07,23.2,-0.87,SELL
2026-04-16,v3,PDBC,4.78,5.03,0.25,BUY
2026-04-16,v3,SHY,10.71,13.05,2.34,BUY
2026-04-16,v3,SLV,1.28,1.35,0.07,BUY
2026-04-16,v3,TLT,3.11,3.38,0.27,BUY
2026-04-16,v3,VNQ,4.28,4.18,-0.1,SELL
2026-04-16,v3,VTIP,7.62,7.42,-0.2,SELL
