date,strategy,etf,prev_weight_pct,target_weight_pct,delta_pct,action
2026-04-09,v1,ANGL,0,5.17,5.17,BUY
2026-04-09,v1,BKLN,0,6.75,6.75,BUY
2026-04-09,v1,DBA,0,13.61,13.61,BUY
2026-04-09,v1,EMB,0,4.29,4.29,BUY
2026-04-09,v1,HYG,0,6.13,6.13,BUY
2026-04-09,v1,IEF,0,7.23,7.23,BUY
2026-04-09,v1,LQD,0,5.28,5.28,BUY
2026-04-09,v1,PFF,0,4.33,4.33,BUY
2026-04-09,v1,SHY,0,28.15,28.15,BUY
2026-04-09,v1,SJNK,0,7.5,7.5,BUY
2026-04-09,v1,TIP,0,7.87,7.87,BUY
2026-04-09,v1,TLT,0,3.69,3.69,BUY
2026-04-09,v2,DBA,0,5.26,5.26,BUY
2026-04-09,v2,EMB,0,6.6,6.6,BUY
2026-04-09,v2,HYG,0,9.89,9.89,BUY
2026-04-09,v2,IEF,0,12.35,12.35,BUY
2026-04-09,v2,LQD,0,8.27,8.27,BUY
2026-04-09,v2,PFF,0,7.84,7.84,BUY
2026-04-09,v2,SHY,0,39.87,39.87,BUY
2026-04-09,v2,SPY,0,2.23,2.23,BUY
2026-04-09,v2,TLT,0,4.09,4.09,BUY
2026-04-09,v2,VNQ,0,3.59,3.59,BUY
2026-04-09,v3,DBA,0,8.42,8.42,BUY
2026-04-09,v3,EMB,0,3.88,3.88,BUY
2026-04-09,v3,HYG,0,5.72,5.72,BUY
2026-04-09,v3,IEF,0,6.83,6.83,BUY
2026-04-09,v3,JPST,0,30.07,30.07,BUY
2026-04-09,v3,LQD,0,4.61,4.61,BUY
2026-04-09,v3,PDBC,0,2.48,2.48,BUY
2026-04-09,v3,SHY,0,16.5,16.5,BUY
2026-04-09,v3,TIP,0,4.36,4.36,BUY
2026-04-09,v3,TLT,0,4.72,4.72,BUY
2026-04-09,v3,VNQ,0,3.33,3.33,BUY
2026-04-09,v3,VTIP,0,9.07,9.07,BUY
